back	adv.回原处?n.背?后面?adj.后面的?v.后退
hospitable	adj.好客的? 宜人的?adj.宜人的； 好客的， 殷勤的； 开通的
carnivorous	adj.食肉的? 肉食性的
depredation	n.掠夺? 破坏痕迹?n.劫掠， 掠夺， 破坏
nostalgia	n.乡愁? 怀旧之情?n.思乡病， 乡愁； 怀旧之情， 恋旧
stewpot	n.双把炖锅
adolescence	n.青春期?n.青春
ministry	n.(政府的)部门
Toronto	n.多伦多（加拿大）
narrowly	adv.勉强地? 精细地
spar	n.争论?园材(如桅?桁等)
hometown	n.故乡
dough	n.生面团
flair	n.才能? 本领?n.才能， 本领； 天资
esoteric	adj.秘传的? 神秘的? 难懂的
potion	n.一服? 一剂
laboriously	adv.艰难地? 辛勤地
elixir	n.炼金药? 不老长寿药
inextricably	adv.分不开地? 无法摆脱地
imprecise	adj.不精确的?adj.不精确的； 不严密的
bless	v.祝福? 保佑
quaker	n.教友派信徒? 贵格会会员
alternately	adv.交替地?轮流地
thermodynamic	adj.热力学的? 使用热动力的
uncrumple	vt.去掉…的皱纹?使回复到平整状态
dinner	n.正餐? 宴会
untwist	v.拆开(搓合的绳?线等)? 解开
selfless	adj.无私的
fanatical	adj.狂热的? 入迷的
coax	v.巧妙地（耐心地）处理?哄
flue	n.烟道? 暖气管
pivot	n.枢轴?v.在枢轴上转动?v.在枢轴上旋转?n.枢轴；中心点；核心
recline	v.向后倚靠， 斜倚
crusade	v.加入十字军， 投身正义运动?n.十字军；斗争，运动
twinkling	adj.闪光的?n.瞬间，一眨眼
customs	n.关税， 进口税； 海关
require	vt.需要； 要求， 命令
corporeal	adj.肉体的， 身体的； 物质的； 实体的
irritable	adj.急躁的， 易怒的； 易受刺激的； 过敏的
legible	adj.清楚的； 易读的
ageism	n.年龄歧视
luminosity	n.亮度， 发光度； 光明
dogged	adj.顽强的， 坚持不懈的； 顽固的， 固执的
choreograph	v.设计舞蹈动作， 编舞
nonverbal	adj.非语言的
deploy	vt.部署， 调度； 利用
syntactic	adj.句法的； 按照句法的
rendition	n.表演， 演唱； 提供， 给予； 翻译
superstitious	adj.迷信的， 受迷信思想支配的
elasticity	n.弹力； 弹性
proactive	adj.积极主动的； 先发制人的
verifiable	adj.可证实的， 可核实的
conducive	adj.有助于…的， 有益于…的
curative	adj.有助于治疗的，有疗效的?n.药物
cartilage	n.软骨
snide	adj.伪造的； 不诚实的； 讽刺的， 挖苦的， 含沙射影的
penmanship	n.书法
tinker	vi.做焊锅匠；做拙劣修补?n.补锅匠
part-time	adj.兼职的； 部分时间的
odorous	adj.有气味的， 难闻的； 香的， 芬芳的
mottled	adj.有杂色的， 斑驳的
seismograph	n.地震仪， 测震仪
podium	n.讲坛， 讲台； 指挥台
binary	adj.二进制的； 二元的； 由两部分组成的
crazy	adj.疯狂的， 不理智的； 狂热的， 热衷的； 精神失常的
homage	n.尊敬， 敬意
hypertext	n.超文本
bedrock	n.基础， 根基； 基岩
newsprint	n.新闻纸
harmonic	n.泛音；
anecdote	n.秘闻； 轶事， 趣闻
officious	adj.爱发号施令的， 爱指手画脚的
infiltrate	v.渗入， 渗透； 悄悄进入， 潜入
delinquency	n.行为不良； 过失， 失职
pliant	adj.柔软的； 温顺的； 易受影响的
sneaky	adj.偷偷摸摸的， 鬼鬼祟祟的
lax	adj.懒散的； 不严格的， 马虎的
pernicious	adj.有害的， 恶性的
cohabitation	n.同居， 同住
captivity	n.囚禁， 拘留
inflate	v.充气， 膨胀； 鼓吹， 吹捧； 涨价
supply	n.供应；储备；补给?vt.供给， 供应； 满足， 弥补
antonym	n.反义词
homing	adj.有返回原地本能的
state	v.陈述， 说明， 声明； 规定?n.情况，状况；国家；州
picky	adj.挑剔的， 难以取悦的
aftermath	n.后果， 余波
effluent	n.流出物， 废水， 污水
untamed	adj.未驯服的， 难驾驭的
sweeping	adj.彻底的，广泛的；〈贬〉笼统的，一概而论的?n.清扫， 扫除； 垃圾
ardent	adj.热心的， 热情洋溢的
façade	n.正面； 表面
quiz	n.小测验；智力竞赛?vt.测验； 盘问， 查问， 询问
biochemical	adj.生物化学的， 生化的
librarian	n.图书馆馆长； 图书管理员
suborn	vt.收买， 买通， 唆使
ordinal	adj.序数的；顺序的?n.序数词
source	n.源， 源泉； 来源， 出处； 信息来源
detergent	adj.净化的， 清洁的?n.清洁剂
fume	vi.冒烟； 大为恼火
mellow	adj.醇香的；柔和的；成熟的?v.醇香； 柔和； 成熟
salamander	n.火蜥蜴； 火蛇
hitch	v.搭便车；提起，拉起；拴住?n.故障， 障碍
furry	adj.毛皮似的； 盖着毛皮的； 生苔的
anomie	n.社会道德沦丧， 失范； 混乱
parking	n.机动车停放； 停车场
ordeal	n.折磨； 严峻考验
wretch	n.不幸的人； 恶棍， 无赖
creative	adj.有创造力的， 创造性的
bagel	n.硬面包圈
psychoanalysis	n.心理分析， 精神分析
bilingualism	n.双语现象
frivolous	adj.琐碎的， 无关紧要的； 愚蠢的， 可笑的； 无聊的， 不严肃的， 轻佻的
funding	n.基金， 资金； 提供资金
adversary	n.对手， 敌手
shrivel	v.枯萎
encrust	v.在表面形成硬壳， 结壳； 用…装饰外层
audible	adj.听得见的
exhort	vt.劝告， 规劝， 告诫
checked	adj.格子花纹的； 棋盘状的
ambush	n&vt.埋伏， 伏击
quadruple	v.成四倍?adj.四部分组成的；四倍的?n.四倍
nimble	adj.敏捷的， 灵活的
amiable	adj.可爱的； 友好的， 和蔼的， 亲切的
condiment	n.调味品
certitude	n.确定， 确信； 必然性
mathematics	n.数学
cookout	n.野外烧烤宴会
reschedule	vt.重新计划， 重订…的时间表
somber	adj.昏暗的； 忧郁的
chromosome	n.染色体
confession	n.供认， 招供， 坦白； 供词； 承认
meridian	n.子午线， 经线
fiery	adj.似火的； 易怒的， 暴躁的
dote	vi.溺爱
clog	v.堵塞，阻塞?n.障碍
dilate	v.膨胀， 扩大； 详述
bequeath	vt.遗赠； 流传
brag	v.吹嘘， 自夸， 自吹自擂
annoyed	adj.生气的
term	n.学期；期限，期间；条件，条款；术语?vt.把…称为
so-called	adj.所谓的
syllabus	n.教学大纲， 课程提纲
impel	vt.驱使， 促使
adamant	adj.坚定不移的， 坚决的； 固执的
molten	adj.熔化的， 熔融的
varied	adj.各式各样的
graph	n.图表
precautionary	adj.预防的
solvent	adj.有溶解力的； 有偿付能力的?n.溶剂
nude	adj.裸体的
palate	n.上腭； 味觉， 品尝力
influenza	n.流行性感冒
apprehend	vt.逮捕； 领会， 理解
crippling	adj.令人震惊的； 严重损害身体的； 极其有害的
recoup	vt.收回， 弥补
append	vt.附加， 增补
newsletter	n.时事通讯
copilot	n.副驾驶员
bellows	n.风箱
charisma	n.超凡魅力； 感召力； 号召力
patriarchic	adj.家长的， 族长的； 德高望重的
torrent	n.洪流， 急流； 爆发， 迸发
virtuous	adj.有道德的， 品行端正的， 品德高的； 〈贬〉自命清高的， 自以为是的
renown	n.名望， 声誉
semantic	adj.语义的
skim	v.撇去； 掠过， 擦过； 浏览， 略读
liquefy	v.溶解， 液化
exodus	n.大批离去， 成群外出
digression	n.离题， 扯到枝节上； 题外话， 枝节内容
grudge	v.勉强做； 不情愿地给?n.怨恨，积怨
melanin	n.黑色素
ethical	adj.道德的
lunge	vi&n.猛冲， 猛扑
fraudulent	adj.欺诈的， 欺骗性的
approximation	n.接近； 近似值
disconcert	vt.使惊慌， 使不安； 使困惑
overact	v.把表演得过火； 表现做作
balk	v.畏缩； 阻止； 妨碍?n.障碍
oversleep	v.睡过头； 睡得过久
oratorio	n.清唱剧， 宗教剧
X-ray	n.X射线， X光； X光照片
physical	adj.物理的；物质的，有形的；身体的，肉体的?n.体检
opposed	adj.反对的； 截然不同的
familiarize	vt.使熟悉
apportionment	n.分派， 分摊， 分配
ripen	v.成熟
opal	n.蛋白石
curl	v.卷曲，蜷缩?n.卷发； 卷曲状； 卷曲物
dearth	n.缺乏， 短缺
scornful	adj.轻蔑的， 鄙视的
beneficent	adj.有益的； 行善的， 慈善的
gilding	n.镀金； 贴金层， 镀金层； 金色涂层
balm	n.香脂油， 药膏； 镇痛剂， 安慰剂
externality	n.外部性， 外界效应
augment	vt.增加， 提高
tangent	adj.切线的， 相切的?n.切线；正切
acquit	vt.宣告无罪； 表现
blizzard	n.暴风雪， 大风雪
geometry	n.几何， 几何学
far-fetched	adj.牵强的
craftsman	n.能工巧匠， 手艺人， 工艺师
aberrant	adj.越轨的； 异常的
lope	vi.轻松地大步跑?n.轻快的步伐
ellipse	n.椭圆， 椭圆形
abort	v.夭折， 中止； 使流产
defer	v.推迟， 延期
drowsy	adj.昏昏欲睡的； 催眠的
muggy	adj.闷热的
revoke	vt.撤销， 撤回； 取消， 废除
allot	vt.分配， 配给， 拨给
interest	n.兴趣，关注；业余爱好；利息；利害关系?vt.使感兴趣， 引起…关注
evacuation	n.撤离
landing	n.登陆； 着陆， 降落
base	adj.卑鄙的， 不道德的?vt.把设在；
leftover	adj.剩余的
indict	vt.控诉， 起诉， 控告
courier	n.送急件的人， 信使； 旅游服务员
stampede	v.狂奔，涌向；使仓促行事?n.逃窜， 狂奔； 热潮， 风尚
gorge	v.狼吞虎咽?n.山峡， 峡谷
mannerism	n.怪癖， 癖性； 过分的独特风格
excise	vt.切除； 删去
hockey	n.曲棍球
perquisite	n.津贴， 利益； 特权
monastery	n.男修道院， 寺院
devout	adj.虔敬的； 诚恳的
maze	n.迷宫；复杂难懂的细节；困惑，迷惘?vt.使混乱； 使困惑， 迷惑
negligent	adj.忽略的； 疏忽的； 粗心大意的
evade	v.逃避， 回避； 躲开， 避开
associative	adj.联想的； 结合的； 关联的
backhand	n.反手击球
sporadic	adj.偶发的， 间或出现的， 零星的
turnout	n.出席人数； 产量， 产额
libel	vt.诽谤?n.诽谤； 诽谤性文字
abortive	adj.落空的， 失败的
anguish	v.极度痛苦?n.极度痛苦
refraction	n.折射
aerobics	n.有氧运动
inviting	adj.动人的， 诱人的； 引人注目的
ailment	n.小病
charismatic	adj.蒙受神恩的； 有超凡魅力的
staunch	adj.坚定的， 忠诚的
insolvent	adj.财力不足的， 破产的
empiricism	n.经验论， 经验主义
annotation	n.注释， 注解
toed	adj.有趾的
maglev	n.磁力悬浮火车
polygamous	adj.一夫多妻的， 一妻多夫的
suspense	n.担心， 焦虑； 悬念， 不确定
gemstone	n.经雕琢的宝石
shred	n.碎片，细条；些许，少量?vt.切碎， 撕碎
elm	n.榆树
staggered	adj.交错的， 错开的； 震惊的
transact	v.交易； 执行， 处理
lasting	adj.持久的， 永久的
tortuous	adj.折磨人的， 令人痛苦的； 曲折的， 蜿蜒的； 含混不清的， 拐弯抹角的
havoc	n.混乱， 大破坏
vagrant	adj.漂泊的?n.无业游民，流浪者
packed	adj.拥挤的； 压紧的
delirium	n.精神错乱， 神志失常
cipher	n.密码， 暗号
slacken	v.松弛， 放松； 减缓， 放慢
abiding	adj.持久的， 永久的
diminution	n.减少， 缩减
digitize	vt.数字化
shape	n.形状，外形，样子；体形，身材；形式；幻象；情况，状况?vt.使成为…形状， 塑造； 决定…的形成
allegiance	n.忠诚， 效忠， 拥戴
wanna	v.想要
malnutrition	n.营养不良
giraffe	n.长颈鹿
epitomize	vt.成为…的缩影； 摘要， 概括， 缩写
wintry	adj.冬天的； 寒冷的； 冷淡的
cohere	vi.连贯， 一致； 黏合； 齐心协力， 团结一致
dispel	vt.驱散， 驱逐； 消除
cascara	n.缓泻剂
optimize	vt.使最优化； 充分利用
rejuvenate	vt.使年轻； 使恢复活力
obituary	n.讣闻， 讣告
dignify	vt.使有尊严， 使高贵； 美化
bluster	v.虚张声势地恫吓； 猛刮
impending	adj.即将发生的， 迫近的
centric	adj.以…为中心的
slog	v.艰难行进； 埋头苦干； 猛击
plaudit	n.喝彩；赞美
reversible	adj.可逆的， 可翻转的； 正反两用的； 可恢复原状的
flick	v.轻拍；移动?n.轻拍； 浏览
prelude	n.前奏曲， 序幕
grump	vi.发脾气，发牢骚?n.脾气不好的人
sprain	n&vt.扭伤
adroit	adj.精明的， 干练的； 熟练的， 灵巧的
grovel	vi.摇尾乞怜， 奴颜婢膝
dissuade	vt.劝阻， 阻止
sneaker	n.鬼鬼祟祟的人， 卑鄙者； 运动鞋
allergy	n.过敏性反应
disinterested	adj.客观的， 无私的， 公正的； 无兴趣的， 不关心的
confidant	n.知己， 密友
leach	v.过滤；溶解?n.过滤器； 过滤剂
lost-and-found	n.失物招领
knack	n.诀窍； 技能， 本领； 习惯， 癖好
indolent	adj.懒惰的， 懒散的； 不活跃的
ripe	adj.熟的； 成熟的
tout	v.吹捧； 兜售
expropriate	vt.征用， 没收
remains	n.剩余物， 残留物； 古代遗物， 遗迹， 遗址； 遗骸
reiterate	vt.反复说， 重申
engineering	n.工程； 工程学
affable	adj.和蔼可亲的， 易于交谈的， 友善的
trumpet	v.鼓吹，宣扬?n.小号， 喇叭
conservationist	n.自然环境保护论者
indigestion	n.消化不良
preliterate	adj.文字出现以前的， 没有文字的
mischievous	adj.恶作剧的， 顽皮的， 淘气的； 恶意的
arable	adj.可耕作的，适于耕作的?n.可耕地
refer	v.提到， 谈及； 查阅， 参考
stellar	adj.星的， 恒星的， 星球的； 精彩的； 优秀的
ambivalent	adj.对立的， 感情矛盾的
futile	adj.无效的， 无用的， 无意义的； 琐细的； 没出息的
pensive	adj.沉思的； 忧虑的
reliever	n.救济者； 缓解物
acumen	n.敏锐， 聪明
abate	v.减少， 减轻
eschew	vt.避开， 戒除， 回避
stardom	n.明星的身份
noteworthy	adj.显著的， 值得注目的
shirk	v.逃避， 规避
staggering	adj.巨大的； 势不可挡的； 惊人的， 令人吃惊的
incredulous	adj.怀疑的， 不轻信的
condole	vi.向…吊唁； 慰问
finalize	vt.使完成； 把…最后定下来； 定稿
marked	adj.显著的； 有记号的； 被监视的
pathological	adj.病态的； 病理学的； 不理智的， 无道理的
recurring	adj.往复的， 反复的， 再次发生的
pleasing	adj.令人高兴的， 愉快的
gait	n.步法， 步态
overhaul	n.仔细检查； 彻底检修?vt.仔细检查； 彻底检修
stigma	n.污点， 耻辱； 烙印； 特征
along	adv.向前；一起?prep.沿着
cashier	n.收银员， 出纳员
inert	adj.无活动的， 惰性的； 不活泼的， 迟钝的
dissimulate	v.掩盖， 掩饰， 假装
soccer	n.足球
respire	v.呼吸
rebate	n.回扣， 折扣； 退还款
idealize	vt.将…理想化
gouge	vt.挖出；敲竹杠?n.凿子
succumb	vi.屈服， 屈从； 死亡
sauce	n.调味汁， 佐料
ablaze	adj.着火的， 燃烧的； 闪耀的； 情绪激动的
grouse	v.发牢骚，抱怨?n.松鸡； 怨言
saucy	adj.无礼的； 俏皮的； 漂亮的
league	n.联盟， 同盟； 等级， 级别
uncanny	adj.神秘的； 易乎寻常的
frank	adj.坦白的， 直率的
infuriate	vt.激怒
scarf	n.围巾， 披巾， 头巾
graphics	n.图形， 图像； 制图法， 制图学
larynx	n.喉
amalgamation	n.融合， 合并； 联合， 结合
image	n.形象， 印象； 画像； 影像， 映像； 意象， 比喻
waggle	v&n.摆动
salon	n.营业性的厅； 沙龙； 客厅， 会客厅
rehearse	v.预演， 排练； 默诵； 照搬， 重复
pesticide	n.杀虫剂， 农药
depose	vt.革除， 罢免， 废黜
correspondent	n.报道者， 记者； 通信者
abhor	vt.憎恨， 厌恶
transcribe	vt.记录， 抄录； 转录； 改编
advisory	adj.顾问的，咨询的；劝告的?n.警报
traditional	adj.传统的， 惯例的； 口传的， 传说的
well-heeled	adj.富有的， 有钱的
matrimony	n.婚姻， 婚配
suffragist	n.妇女政权论者
melodious	adj.旋律优美的， 悦耳的
ethnology	n.民族学， 文化人类学
ability	n.能力， 才干
terminus	n.终点站
placid	adj.平静的， 安静的； 温和的， 文静的
laudable	adj.值得赞美的， 值得称赞的
turmoil	n.骚动， 混乱； 焦虑
modernity	n.现代性
schematic	adj.图解的； 纲要的； 严谨的
rekindle	vt.重新点燃； 使振作
synchronizer	n.同步装置
troposphere	n.对流层
swindle	vt&n.诈骗， 骗取
aroma	n.芳香， 香味； 气氛， 氛围
subversive	adj.颠覆性的，破坏性的?n.颠覆分子
strategic	adj.对全局有重要意义的， 关键的； 战略性的
expedient	adj.得当的， 可取的?n.权宜之计，应急办法，临时手段
ensconce	vt.使安顿， 安置， 使安坐
antecede	vt.居先； 高于
homosexuality	n.同性恋； 同性恋行为
minus	adj.减的，负的?prep.减?n.负数；减号；不足
seem	v.好像， 似乎
apprenticeship	n.学徒的身份； 学徒的年限
intern	n.实习生?vt.拘禁， 软禁
sensual	adj.感觉的， 感官的； 肉欲的； 耽于感官享受的
righteous	adj.正直的， 公正的； 正义的， 正当的
scourge	vt.鞭笞；使受苦，折磨?n.鞭子； 祸害； 鞭笞
atrophy	n.萎缩
endangered	adj.濒危的， 将要灭绝的
haphazard	adj.偶然的， 任意的； 无计划的， 无秩序的
biannual	adj.一年两次的
ambiguity	n.模棱两可的话； 歧义
postcard	n.明信片
organism	n.生物， 有机物； 有机体
outspoken	adj.直言不讳的， 坦率的
amphibious	adj.两栖的； 水陆两用的
brighten	v.更明亮； 快活起来； 有希望
choir	vi.合唱?n.唱诗班，合唱队
method	n.方法， 办法， 措施； 秩序
scroll	n.卷轴； 纸卷， 画卷； 名册
sluggish	adj.行动迟缓的； 不活泼的； 无精打采的， 怠惰的
assail	vt.抨击， 指责； 猛攻； 困扰
seismology	n.地震学
hemp	n.大麻； 由大麻制成的麻醉药
barber	v.为…理发； 当理发师?n.理发师
braid	n.穗带，饰带；发辫?vt.编织； 编成辫子
sound	adj.可靠的；健康的，完好无损的；合理的?v.似乎； 测量…的深度
vibrate	v.颤动， 振动
multiplicative	adj.倍增的； 乘法的
healing	adj.有治疗功用的?n.康复， 治疗； 复原
simmer	vi.充满；煨，炖?n.煨， 炖
famish	v.饥饿
dazzling	adj.令人眼花缭乱的， 耀眼的
rotational	adj.旋转的； 轮流的
quash	vt.撤销， 废止； 镇压； 平息
abridge	vt.缩短， 删节， 节略， 精简
engaging	adj.迷人的
nosy	adj.爱管闲事的， 好打听的
salient	adj.显著的， 突出的
inverse	adj.相反的，反向的?n.反面； 倒数
cuisine	n.烹饪； 烹调法， 烹调风格
readability	n.可读性
interrogate	vt.审问， 讯问， 盘问
sleigh	n.雪橇
rancorous	adj.怨恨的， 满怀恶意的
